Cislo,C15,1;nazev,C50,2;PCA,N11/3,3$
Z602-P-B;Židle plastová bílá DAGMAR;481.950;
Z602-P-B;Židle plastová bílá DAGMAR;481.950;
Z602-P-C;Židle plastová černá DAGMAR;481.950;
Z602-P-CV;Židle plastová červená DAGMAR;481.950;
Z602-P-Z;Židle plastová zelená DAGMAR;481.950;
Z603-P-C;Židle plastová černá ESTER;523.950;
Z603-P-CV;Židle plastová červená ESTER;523.950;
Z603-P-CV;Židle plastová červená ESTER;523.950;
Z603-P-M;Židle plastová  modrá ESTER;523.950;
Z603-P-M;Židle plastová  modrá ESTER;523.950;
Z603-P-Z;Židle plastová zelená ESTER;523.950;
Z517-H-01;Židle buková VERONIKA;628.950;
Z517-H-1309;Židle buková VERONIKA;628.950;
Z517-H-220;Židle buková VERONIKA;628.950;
Z517-HE;Kostra židle VERONIKA;534.450;
Z517-HE-01;Židle buková VERONIKA;628.950;
Z517-HE-02;Židle buková VERONIKA;628.950;
Z517-HE-04;Židle buková VERONIKA;628.950;
Z517-HE-05;Židle buková VERONIKA;628.950;
Z517-HE-10;Židle buková VERONIKA;628.950;
Z517-HE-101;Židle buková VERONIKA;628.950;
Z517-HE-131;Židle buková VERONIKA;628.950;
Z517-HE-134;Židle buková VERONIKA;628.950;
Z517-HE-136;Židle buková VERONIKA;628.950;
Z517-HE-2325;Židle buková VERONIKA;628.950;
Z517-HE-38;Židle buková VERONIKA;628.950;
Z517-HE-39;Židle buková VERONIKA;628.950;
Z517-HE-40;Židle buková VERONIKA;628.950;
Z517-HE-43;Židle buková VERONIKA;628.950;
Z517-HE-44;Židle buková VERONIKA;628.950;
Z517-L;Kostra židle VERONIKA;534.450;
Z517-L;Kostra židle VERONIKA;534.450;
Z517-L-01;Židle buková VERONIKA;628.950;
Z517-L-03;Židle buková VERONIKA;628.950;
Z517-L-110;Židle buková VERONIKA;628.950;
Z517-L-130;Židle buková VERONIKA;628.950;
Z517-L-1304;Židle buková VERONIKA;628.950;
Z517-L-1305;Židle buková VERONIKA;628.950;
Z517-L-132;Židle buková VERONIKA;628.950;
Z517-L-229;Židle buková VERONIKA;628.950;
Z517-P;Kostra židle VERONIKA;534.450;
Z517-P-01;Židle buková VERONIKA;628.950;
Z517-P-130;Židle buková VERONIKA;628.950;
Z517-P-1303;Židle buková VERONIKA;628.950;
Z517-P-1304;Židle buková VERONIKA;628.950;
Z517-P-136;Židle buková VERONIKA;628.950;
Z517-P-228;Židle buková VERONIKA;628.950;
Z517-P-2301;Židle buková VERONIKA;628.950;
Z517-P-2306;Židle buková VERONIKA;628.950;
Z517-P-2312;Židle buková VERONIKA;628.950;
Z517-S;Kostra židle VERONIKA;534.450;
Z517-S-01;Židle buková VERONIKA;754.550;
Z517-S-1303;Židle buková VERONIKA;754.550;
Z517-W;Kostra židle VERONIKA;534.450;
Z517-W-01;Židle buková VERONIKA;628.950;
Z517-W-101;Židle  VERONIKA;628.950;
Z517-W-13;Židle buková VERONIKA;628.950;
Z517-W-1301;Židle  VERONIKA;628.950;
Z517-W-2301;Židle  VERONIKA;628.950;
Z517-W-2306;Židle  VERONIKA;628.950;
Z518-H;Kostra židle MILADA;820.050;
Z518-H-01;Židle buková MILADA;871.500;
Z518-HE;Kostra židle MILADA;820.050;
Z518-HE-01;Židle buková MILADA;871.500;
Z518-L;Kostra židle MILADA;820.050;
Z518-L-01;Židle buková MILADA;871.500;
Z518-L-12;Židle buková MILADA;871.500;
Z518-L-1304;Židle buková MILADA;871.500;
Z518-L-1307;Židle buková MILADA;871.500;
Z518-P;Kostra židle MILADA;781.000;
Z518-P-01;Židle buková MILADA;871.500;
Z518-P-03;Židle buková II.JAKOST;871.500;
Z518-P-03;Židle buková MILADA;871.500;
Z518-P-11;Židle buková MILADA;871.500;
Z518-P-115;Židle buková MILADA;871.500;
Z518-P-12;Židle buková MILADA;871.500;
Z518-P-132;Židle buková MILADA;871.500;
Z518-P-2304;Židle buková MILADA;871.500;
Z518-P-2323;Židle buková MILADA;871.500;
Z518-P-2328;Židle buková MILADA;871.500;
Z518-P-4086C;Židle buková MILADA;871.500;
Z518-P-44;Židle buková MILADA;871.500;
Z518-S;Kostra židle MILADA;781.000;
Z518-S-01;Židle buková MILADA;1045.450;
Z518-S-03;Židle buková MILADA;1045.450;
Z518-S-11;Židle buková MILADA;1045.450;
Z518-S-1303;Židle buková MILADA;1045.450;
Z518-S-1307;Židle buková MILADA;1045.450;
Z518-S-2055;Židle buková MILADA;1045.450;
Z518-S-711;Židle buková MILADA;1045.450;
Z518-S-722;Židle buková MILADA;1045.450;
Z518-W;Kostra židle MILADA;781.000;
Z518-W-01;Židle buková MILADA;871.500;
Z518-W-4087C;Židle buková MILADA;871.500;
Z519-H;Kostra židle APOLENKA;339.000;
Z519-H;Kostra židle APOLENKA;339.000;
Z519-H0-03;Židle malá-druhá jakost;409.500;
Z519-H-01;Židle malá buková APOLENKA;390.000;
Z519-H-04;Židle malá buková APOLENKA;390.000;
Z519-H-1310;Židle malá buková APOLENKA;390.000;
Z519-H-139;Židle malá buková APOLENKA;390.000;
Z519-H-220;Židle malá buková APOLENKA;390.000;
Z519-H-2309;Židle malá buková APOLENKA;390.000;
Z519-H-2324;Židle malá buková APOLENKA;390.000;
Z519-H-2328;Židle malá buková APOLENKA;390.000;
Z519-H-2329;Židle malá buková APOLENKA;390.000;
Z519-H-237;Židle malá buková APOLENKA;390.000;
Z504-L;Kostra židle EDITA;1010.100;
Z504-L;Kostra židle EDITA;1010.100;
Z504-L-01;Židle buková EDITA;1039.500;
Z504-L-04;Židle buková EDITA;1039.500;
Z504-L-1300;Židle buková EDITA;1039.500;
Z504-L-1302;Židle buková EDITA;1039.500;
Z504-L-15;Židle buková EDITA;1039.500;
Z504-L-2052;Židle buková EDITA;1039.500;
Z504-L-2301;Židle buková EDITA;1039.500;
Z504-P;Kostra židle EDITA;1010.100;
Z504-P-01;Židle buková EDITA;1039.500;
Z504-P-03;Židle buková EDITA;1039.500;
Z504-P-41;Židle buková EDITA;1039.500;
Z504-P-43;Židle buková EDITA;1039.500;
Z504-S-01;Židle buková EDITA;1247.110;
Z504-S-1305;Židle buková EDITA;1247.110;
Z504-S-148;Židle buková EDITA;1247.110;
Z504-S-44;Židle buková EDITA;1247.110;
Z504-T-44;Židle buková EDITA;1247.110;
Z504-W;Kostra židle EDITA;1010.100;
Z504-W-01;Židle buková EDITA;1039.500;
Z504-W-1303;Židle buková EDITA;1039.500;
Z504-W-1308;Židle buková EDITA;1039.500;
Z504-W-135;Židle buková EDITA;1039.500;
Z505-H;Kostra židle ALICE;1195.950;
Z505-H-01;Židle buková ALICE;1354.500;
Z505-HE;Kostra židle ALICE;1195.950;
Z505-HE-01;Židle buková ALICE;1354.500;
Z505-L-01;Židle buková ALICE;1354.500;
Z505-P;Kostra židle ALICE;1195.950;
Z505-P-01;Židle buková ALICE;1354.500;
Z505-S-01;Židle buková ALICE;1625.620;
Z505-W;Kostra židle ALICE;1195.950;
Z505-W-01;Židle buková ALICE;1354.500;
Z505-W-04;Židle buková ALICE;1354.500;
Z505-W-135;Židle buková ALICE;1354.500;
Z505-W-136;Židle buková ALICE;1354.500;
Z505-W-15;Židle buková ALICE;1354.500;
Z505-W-235;Židle buková ALICE;1354.500;
Z505-W-2502;Židle buková ALICE;1354.500;
Z505-W-731;Židle buková ALICE;1354.500;
Z505-W-863C;Židle buková ALICE;1354.500;
Z506-H;Kostra židle DOUBRAVKA;1353.450;
Z506-H-01;Židle buková DOUBRAVKA;1459.500;
Z506-HE;Kostra židle DOUBRAVKA;1353.450;
Z506-HE;Kostra židle DOUBRAVKA;1353.450;
Z506-HE-01;Židle buková DOUBRAVKA;1459.500;
Z506-HE-101;Židle buková DOUBRAVKA;1459.500;
Z506-HE-1341;Židle buková DOUBRAVKA;1459.500;
Z506-HE-2052;Židle buková DOUBRAVKA;1459.500;
Z506-HE-2323;Židle buková DOUBRAVKA;1459.500;
Z506-HE-723;Židle buková DOUBRAVKA;1459.500;
Z506-L;Kostra židle DOUBRAVKA;1353.450;
Z506-P;Kostra židle DOUBRAVKA;1353.450;
Z506-P-01;Židle buková DOUBRAVKA;1459.500;
R43-L-2304;Křeslo pohupovací,kostra pohup.oblouk;2572.500;
Z506-P-1301;Židle buková DOUBRAVKA;1459.500;
Z506-P-44;Židle buková DOUBRAVKA;1459.500;
Z506-S-01;Židle buková DOUBRAVKA;1751.240;
Z42-CA-1304;Židle MARIE;1121.400;
Z60-CH-233;Židle chrom LAURA;682.500;
Z506-W;Kostra židle DOUBRAVKA;1353.450;
Z506-W-01;Židle buková DOUBRAVKA;1459.500;
Z506-W-141;Židle buková DOUBRAVKA;1459.500;
Z506-W-2314;Židle buková DOUBRAVKA;1459.500;
Z506-W-2321;Židle buková DOUBRAVKA;1459.500;
Z506-W-2334;Židle buková DOUBRAVKA;1459.500;
Z506-W-723;Židle buková DOUBRAVKA;1459.500;
Z507-H;Kostra židle ILONA;1153.950;
Z507-H-01;Židle buková ILONA;1249.500;
Z507-HE;Kostra židle ILONA;1153.950;
Z507-HE-01;Židle buková ILONA;1249.500;
Z507-HE-2308;Židle buková ILONA;1249.500;
Z507-HE-234;Židle buková ILONA;1249.500;
Z507-L;Kostra židle ILONA;1153.950;
Z507-L-01;Židle buková ILONA;1249.500;
Z507-P;Kostra židle ILONA;1153.950;
Z507-P;Kostra židle ILONA;1153.950;
Z507-P-01;Židle buková ILONA;1249.500;
Z507-P-1303;Židle buková ILONA;1249.500;
Z507-P-16;Židle buková ILONA;1249.500;
Z507-P-K42;Židle buková ILONA;1249.500;
Z507-S-01;Židle buková ILONA;1499.170;
Z507-W;Kostra židle ILONA;1153.950;
Z507-W-01;Židle buková ILONA;1249.500;
Z507-W-723;Židle buková ILONA;1249.500;
Z508-H;Kostra židle BĚLA;754.950;
Z508-H-01;Židle buková BĚLA;1039.500;
Z508-HE;Kostra židle BĚLA;754.950;
Z508-HE;Kostra židle BĚLA;754.950;
Z508-HE-136;Židle buková BĚLA;1039.500;
Z508-HE-2322;Židle buková BĚLA;1039.500;
Z508-HE-2322;Židle buková BĚLA;1039.500;
Z508-L;Kostra židle BĚLA;754.950;
Z508-L-01;Židle buková BĚLA;1039.500;
Z508-L-136;Židle buková BĚLA;1039.500;
Z508-L-4083C;Židle buková BĚLA;1039.500;
Z508-P;Kostra židle BĚLA;754.950;
Z508-P-01;Židle buková BĚLA;1039.500;
Z508-P-110;Židle buková BĚLA;1039.500;
Z508-P-12;Židle buková BĚLA;1039.500;
Z508-P-2053;Židle buková BĚLA;1039.500;
Z508-P-723;Židle buková BĚLA;1039.500;
Z508-S-01;Židle buková BĚLA;1247.110;
Z519-H-4302C;Židle malá buková APOLENKA;390.000;
Z519-HE;Kostra židle APOLENKA;339.000;
Z519-HE;Kostra židle APOLENKA;339.000;
Z519-HE-01;Židle malá buková APOLENKA;390.000;
Z519-HE-01;Židle malá buková APOLENKA;390.000;
Z519-HE-02;Židle malá buková APOLENKA;390.000;
Z519-HE-03;Židle malá-druhá jakost;409.500;
Z519-HE-03;Židle malá buková APOLENKA;390.000;
Z519-HE-05;Židle malá buková APOLENKA;390.000;
Z519-HE-1310;Židle malá buková APOLENKA;390.000;
Z519-HE-1344;Židle malá buková APOLENKA;390.000;
Z519-HE-148;Židle malá buková APOLENKA;390.000;
Z519-HE-201;Židle malá buková APOLENKA;390.000;
Z508-W;Kostra židle BĚLA;754.950;
Z508-W-01;Židle buková BĚLA;1039.500;
Z508-W-132;Židle buková II.JAKOST (DROBNé VADY);859.500;
Z508-W-15;Židle buková BĚLA;1039.500;
Z508-W-2301;Židle buková BĚLA;1039.500;
Z508-W-244;Židle buková BĚLA;1039.500;
Z509-H;Kostra židle MILENA;2248.050;
Z509-H-01;Židle buková MILENA;2310.000;
Z509-H-135;Židle buková MILENA;2310.000;
Z509-HE;Kostra židle MILENA;2248.050;
Z509-HE-01;Židle buková MILENA;2310.000;
Z509-HE-04;Židle buková MILENA;2310.000;
Z509-HE-39;Židle buková MILENA;2310.000;
Z509-L;Kostra židle MILENA;2248.050;
Z509-L;Kostra židle MILENA;2248.050;
Z509-L-01;Židle buková MILENA;2310.000;
Z509-L-02;Židle buková MILENA;2310.000;
Z509-L-119;Židle buková MILENA;2310.000;
Z509-L-2328;Židle buková MILENA;2310.000;
Z509-L-39;Židle buková MILENA;2310.000;
Z509-P;Kostra židle MILENA;2248.050;
Z509-P-01;Židle buková MILENA;2310.000;
Z509-S-01;Židle buková MILENA;2771.900;
Z509-W;Kostra židle MILENA;2248.050;
Z509-W-01;Židle buková MILENA;2310.000;
Z509-W-03;Židle buková MILENA;2310.000;
Z509-W-04;Židle buková MILENA;2310.000;
Z509-W-44;Židle buková MILENA;2310.000;
Z510-H;Kostra židle ZORA;1334.550;
Z510-H-01;Židle buková ZORA;1995.000;
Z510-HE;Kostra židle ZORA;1334.550;
Z510-HE-01;Židle buková ZORA;1995.000;
Z510-HE-04;Židle buková ZORA;1995.000;
Z510-HE-137;Židle buková ZORA;1995.000;
Z510-L;Kostra židle ZORA;1334.550;
Z510-L-01;Židle buková ZORA;1995.000;
Z510-L-10;Židle buková ZORA;1995.000;
Z510-L-137;Židle buková ZORA;1995.000;
Z510-L-2502;Židle buková ZORA;1995.000;
Z510-P;Kostra židle ZORA;1334.550;
Z510-P-01;Židle buková ZORA;1995.000;
Z510-S-01;Židle buková ZORA;2394.210;
Z510-W;Kostra židle ZORA;1334.550;
Z510-W-01;Židle buková ZORA;1995.000;
Z510-W-125;Židle buková ZORA;1995.000;
Z510-W-137;Židle buková ZORA;1995.000;
Z510-W-341;Židle buková ZORA;1995.000;
Z511-H;Kostra židle INGRID;1017.450;
Z511-H-01;Židle buková INGRID;1155.000;
Z511-HE;Kostra židle INGRID;1017.450;
Z511-HE-01;Židle buková INGRID;1155.000;
Z511-HE-02;Židle buková INGRID;1155.000;
Z511-HE-32;Židle buková INGRID;1155.000;
Z511-L;Kostra židle INGRID;1017.450;
Z511-L-01;Židle buková INGRID;1155.000;
Z511-L-133;Židle buková INGRID;1155.000;
Z511-L-134;Židle buková INGRID;1155.000;
Z511-P;Kostra židle INGRID;1017.450;
Z511-P;Kostra židle INGRID;1017.450;
Z511-P-01;Židle buková INGRID;1155.000;
Z511-P-03;Židle II.jakost;1155.000;
Z511-P-130;Židle buková INGRID;1155.000;
Z511-P-134;Židle buková INGRID;1155.000;
Z511-P-137;Židle buková INGRID;1155.000;
Z511-P-44;Židle buková INGRID;1155.000;
Z511-S-01;Židle buková INGRID;1385.950;
Z511-W;Kostra židle INGRID;1017.450;
Z511-W;Kostra židle INGRID;1017.450;
Z511-W-13;Židle buková INGRID;1155.000;
Z511-W-136;Židle buková INGRID;1155.000;
Z511-W-2052;Židle buková INGRID;1155.000;
Z511-W-2301;Židle buková INGRID;1155.000;
Z511-W-244;Židle buková INGRID;1155.000;
Z511-W-723;Židle buková INGRID;1155.000;
Z512-H;Židle celodřevěná buková OTÝLIE;1176.000;
Z512-HE;Židle celodřevěná buková OTÝLIE;1176.000;
Z512-L;Židle celodřevěná buková OTÝLIE;1176.000;
Z512-P;Židle celodřevěná buková OTÝLIE;1176.000;
Z512-P;Kostra židle buková OTÝLIE;1176.000;
Z512-P-01;Židle buková OTÝLIE;1176.000;
Z512-S;Židle celodřevěná buková OTÝLIE;1411.570;
Z44-S-1310;Židle RADKA;1543.800;
Z44-S-2323;Židle RADKA;1543.800;
Z44-S-44;Židle RADKA;1543.800;
Z44-W;Kostra židle RADKA;1050.000;
Z44-W-01;Židle RADKA;1286.780;
Z44-W-137;Židle RADKA;1286.780;
Z44-W-2322;Židle RADKA;1286.780;
Z45-HE;Kostra židle JOLANA;976.500;
Z45-HE;Kostra židle JOLANA;976.500;
Z45-HE-01;Židle JOLANA;1153.950;
Z45-HE-03;Židle JOLANA;1153.950;
Z45-L;Kostra židle JOLANA;976.500;
Z45-L-01;Židle JOLANA;1153.950;
Z45-L40;Židle JOLANA;1153.950;
Z45-L41;Židle JOLANA;1153.950;
Z45-P;Kostra židle JOLANA;976.500;
Z45-P-01;Židle JOLANA;1153.950;
Z45-P-01;Židle JOLANA;1153.950;
Z45-P-40;Židle JOLANA;1153.950;
Z45-S-01;Židle JOLANA;1385.120;
Z45-T;Kostra židle JOLANA;976.500;
Z45-T;Kostra židle JOLANA;976.500;
Z45-T-12;Židle JOLANA;1385.120;
Z45-T-13;Židle JOLANA;1385.120;
Z45-T-1302;Židle JOLANA;1385.120;
Z45-T-38;Židle JOLANA;1385.120;
Z45-T-39;Židle JOLANA;1385.120;
Z45-W-01;Židle JOLANA;1153.950;
Z46-H-133;Židle ZITA;1101.450;
Z46-H-723;Židle ZITA;1101.450;
Z46-HE;Kostra židle ZITA;1060.500;
Z46-HE-01;Židle ZITA;1101.450;
Z46-HE-133;Židle ZITA;1101.450;
Z46-L;Kostra židle ZITA;1060.500;
Z46-L-01;Židle ZITA;1101.450;
Z46-L-01;Židle ZITA;1101.450;
Z46-L-10;Židle ZITA;1101.450;
Z46-L13;Židle ZITA;1101.450;
Z46-L-136;Židle ZITA;1101.450;
Z46-L39;Židle ZITA;1101.450;
Z46-P;Kostra židle ZITA;1060.500;
Z46-P-01;Židle ZITA;1101.450;
Z46-P-01;Židle ZITA;1101.450;
Z46-P-04;Židle ZITA;1101.450;
Z46-P11;Židle ZITA;1101.450;
Z46-P41;Židle ZITA;1101.450;
Z46-P44;Židle ZITA;1101.450;
Z46-S-01;Židle ZITA;1321.490;
Z46-S-107;Židle ZITA;1321.490;
Z46-S-12;Židle ZITA;1321.490;
Z46-S-43;Židle ZITA;1321.490;
Z46-T;Kostra židle ZITA;1272.730;
Z46-T-01;Židle ZITA;1321.490;
Z46-T12;Židle ZITA;1321.490;
Z46-T-1303;Židle ZITA;1321.490;
Z46-T-1303;Židle II.jakost;1321.490;
Z46-T-137;Židle ZITA;1321.490;
Z46-T-2501;Židle ZITA;1321.490;
Z46-W-01;Židle ZITA;1101.450;
Z500-H;Kostra židle KARIN;1668.450;
Z500-H-01;Židle buková KARIN;1669.500;
Z500-HE;Kostra židle KARIN;1668.450;
Z500-HE;Kostra židle KARIN;1668.450;
Z500-HE-01;Židle buková KARIN;1669.500;
Z500-HE-112;Židle buková KARIN;1669.500;
Z500-HE-1300;Židle buková KARIN;1669.500;
Z500-HE-132;Židle buková KARIN;1669.500;
Z500-HE-137;Židle buková KARIN;1669.500;
Z500-HE-244;Židle buková KARIN;1669.500;
Z500-L;Kostra židle KARIN;1668.450;
Z500-L-01;Židle buková KARIN;1669.500;
Z500-P;Kostra židle KARIN;1668.450;
Z500-P-01;Židle buková KARIN;1669.500;
Z500-P-04;Židle buková KARIN;1669.500;
Z500-P-112;Židle buková KARIN;1669.500;
Z500-P-2504;Židle buková KARIN;1669.500;
Z500-S-01;Židle buková KARIN;2003.310;
Z500-W;Kostra židle KARIN;1668.450;
Z500-W-01;Židle buková KARIN;1669.500;
Z501-H;Kostra židle RADMILA;1846.950;
Z501-H-01;Židle buková RADMILA;2205.000;
Z501-HE;Kostra židle RADMILA;1846.950;
Z501-HE-01;Židle buková RADMILA;2205.000;
Z501-HE-10;Židle buková RADMILA;2205.000;
Z501-HE-101;Židle buková RADMILA;2205.000;
Z501-HE-105;Židle buková RADMILA;2205.000;
Z501-HE-107;Židle buková RADMILA;2205.000;
Z501-HE-108;Židle buková RADMILA;2205.000;
Z501-HE-137;Židle buková RADMILA;2205.000;
Z501-HE-201;Židle buková RADMILA;2205.000;
Z501-HE-723;Židle buková RADMILA;2205.000;
Z501-KO;Kostra opěráku  Z501/49EP OPERA BOHEME;139.340;
Z501-KS;Kostra sedáku Z501 /49EP OPERA BOHEME;139.340;
Z501-L;Kostra židle RADMILA;1846.950;
Z501-L-01;Židle buková RADMILA;2205.000;
Z501-L-112;Židle buková RADMILA;2205.000;
Z501-L-2301;Židle buková RADMILA;2205.000;
Z501-L-2305;Židle buková RADMILA;2205.000;
Z501-L-717C;Židle buková RADMILA;2205.000;
Z501-P;Kostra židle RADMILA;1846.950;
Z501-P;Kostra židle RADMILA;1846.950;
Z501-P-01;Židle buková RADMILA;2205.000;
Z501-P-04;Židle buková RADMILA;2205.000;
Z501-P-1303;Židle buková RADMILA;2205.000;
Z501-P-136;Židle buková RADMILA;2205.000;
Z501-P-137;Židle buková RADMILA;2205.000;
Z501-P-230;Židle buková RADMILA;2205.000;
Z501-P-2308;Židle buková RADMILA;2205.000;
Z501-P-2504;Židle buková RADMILA;2205.000;
Z501-S;Kostra židle RADMILA;1846.950;
Z501-S-01;Židle buková RADMILA;2646.280;
Z501-S-137;Židle buková RADMILA;2646.280;
Z501-S-139;Židle buková RADMILA;2646.280;
Z501-S-2058;Židle buková RADMILA;2646.280;
Z501-W;Kostra židle RADMILA;1846.950;
Z501-W-01;Židle buková RADMILA;2205.000;
Z501-W-10;Židle buková RADMILA;2205.000;
Z501-W-111;Židle buková RADMILA;2205.000;
Z501-W-115;Židle buková RADMILA;2205.000;
Z501-W-131;Židle buková RADMILA;2205.000;
Z501-W-137;Židle buková RADMILA;2205.000;
Z501-W-15;Židle buková RADMILA;2205.000;
Z513-H;Kostra židle MARIKA;786.450;
Z513-H-01;Židle buková MARIKA;934.500;
Z513-HE;Kostra židle MARIKA;786.450;
Z513-HE-01;Židle buková MARIKA;934.500;
Z513-L;Kostra židle MARIKA;786.450;
Z513-L-01;Židle buková MARIKA;934.500;
Z513-L-237;Židle buková MARIKA;934.500;
Z513-L-32;Židle buková MARIKA;934.500;
Z513-L-41;Židle buková MARIKA;934.500;
Z513-P;Kostra židle MARIKA;786.450;
Z513-P-01;Židle buková MARIKA;934.500;
Z513-P-130;Židle buková MARIKA;934.500;
Z513-P-136;Židle buková MARIKA;934.500;
Z513-P-2328;Židle buková MARIKA;934.500;
Z501-W-228;Židle buková RADMILA;2205.000;
Z501-W-244;Židle buková RADMILA;2205.000;
Z501-W-33;Židle buková RADMILA;2205.000;
Z501-W-ATYP;Kostra židle RADMILA + vlastní látka;1846.950;
Z502-H;Kostra židle DIANA;2067.450;
Z502-H-01;Židle buková DIANA;2310.000;
Z502-H-2324;Židle buková DIANA;2310.000;
Z502-HE;Kostra židle DIANA;2067.450;
Z502-HE-01;Židle buková DIANA;2310.000;
Z502-HE-10;Židle buková DIANA;2310.000;
Z502-HE-101;Židle buková DIANA;2310.000;
Z502-HE-12;Židle buková DIANA;2310.000;
Z502-HE-125;Židle buková DIANA;2310.000;
Z502-HE-136;Židle buková DIANA;2310.000;
Z502-HE-44;Židle buková DIANA;2310.000;
Z502-HE-721;Židle buková DIANA;2310.000;
Z502-KO;Kostra opěráku židle  Z502/472CP SURI;139.340;
Z502-KS;Kostra sedáku židle  Z502/472CP SURI;139.340;
Z502-L;Kostra židle DIANA;2067.450;
Z502-L-01;Židle buková DIANA;2310.000;
Z502-L-02;Židle buková DIANA;2310.000;
Z502-L-10;Židle buková DIANA;2310.000;
Z502-L-105;Židle buková DIANA;2310.000;
Z502-L-12;Židle buková DIANA;2310.000;
Z502-L-133;Židle buková DIANA;2310.000;
Z502-L-2082;Židle buková DIANA;2310.000;
Z502-L-220;Židle buková DIANA;2310.000;
Z502-L-2323;Židle buková DIANA;2310.000;
Z502-L-42;Židle buková DIANA;2310.000;
Z502-L-44;Židle buková DIANA;2310.000;
Z502-L-717C;Židle buková DIANA;2310.000;
Z502-P;Kostra židle DIANA;2067.450;
Z502-P-01;Židle buková DIANA;2310.000;
Z502-P-10;Židle buková DIANA;2310.000;
Z502-P-1301;Židle buková DIANA;2310.000;
Z502-P-1307;Židle buková DIANA;2310.000;
Z502-P-133;Židle buková DIANA;2310.000;
Z502-P-39;Židle buková DIANA;2310.000;
Z502-S-01;Židle buková DIANA;2771.900;
Z502-S-2058;Židle buková DIANA;2771.900;
Z502-W;Kostra židle DIANA;2067.450;
Z502-W-01;Židle buková DIANA;2310.000;
Z502-W-111;Židle buková DIANA;2310.000;
Z502-W-230;Židle buková DIANA;2310.000;
Z503-H;Kostra židle VILMA;997.500;
Z503-H-01;Židle buková VILMA;1039.500;
Z503-H-2502;Židle buková VILMA;1039.500;
Z503-HE;Kostra židle VILMA;997.500;
Z503-HE-01;Židle buková VILMA;1039.500;
Z503-HE-1303;Židle buková VILMA;1039.500;
Z503-HE-1308;Židle buková VILMA;1039.500;
Z503-HE-2503;Židle buková VILMA;1039.500;
Z503-L;Kostra židle VILMA;997.500;
Z503-L-01;Židle buková VILMA;1039.500;
Z503-L-10;Židle buková VILMA;1039.500;
Z503-L-112;Židle buková VILMA;1039.500;
Z503-P-01;Židle buková VILMA;1039.500;
Z503-P-1307;Židle buková VILMA;1039.500;
Z503-P-137;Židle buková VILMA;1039.500;
Z503-P-729;Židle buková VILMA;1039.500;
Z503-P-K42;Židle buková VILMA;1039.500;
Z503-S;Kostra židle VILMA;997.500;
Z503-S-01;Židle buková VILMA;1247.110;
Z503-S-104;Židle buková VILMA;1247.110;
Z503-W;Kostra židle VILMA;997.500;
Z503-W-01;Židle buková VILMA;1039.500;
Z503-W-03;Židle buková VILMA;1039.500;
Z503-W-10;Židle buková VILMA;1039.500;
Z503-W-101;Židle buková VILMA;1039.500;
Z503-W-1341;Židle buková VILMA;1039.500;
